Account_No	Loan_ID	Started_year	Started_date	Current Loan Amount	Monthly Debt	Interest.Rate	Maximum Open Credit
ACC256702127	47535-258709	2019	3/29/2019	536712	28141.28		687148
ACC256722434	30202-32680	2019	04/05/2019	311322	21783.31		1321716
ACC256728898	25337-240590	2019	2/19/2019	108922	14273.18		130702
ACC256747849	30611-100399	2019	04/01/2019	332706	10903.34		679030
ACC256767402	32078-132224	2020	03/12/2020	135345	6747.09		1002144
ACC256783701	24374-237768	2020	2/19/2020	168124	16194.46		649220
ACC256809936	30438-84903	2019	11/09/2019	664510	34011.71		927344
ACC256839209	30346-71201	2019	6/20/2019	652212	25300.4		458656
ACC256867373	30111-15633	2019	1/25/2019	135345	41932.43		1524094
ACC256890396	30417-81162	2019	06/03/2019	206294	16035.81		335764
ACC256891279	30225-33799	2019	07/11/2019	258874	13812.05		276254
ACC256895722	32395-137526	2019	4/19/2019	135345	5569.85		426712
ACC256912346	19119-186364	2019	11/06/2019	277816	4518.96		998030
ACC256950330	1835-139047	2019	8/24/2019	301686	46526.25		144320
ACC256952179	31454-108695	2019	2/23/2019	245410	23270.25		554422
ACC256970092	32401-137525	2019	1/31/2019	540188	25926.64		1006280
ACC256984364	30490-90863	2020	04/04/2020	225368	4632.39		403238
ACC256996444	30998-104570	2019	07/10/2019	135345	6596.8		507122
ACC257039054	30590-98548	2019	10/18/2019	217228	20366.86		43450
ACC257109697	30416-77960	2020	1/22/2020	757680	13108.1		259116
ACC257201984	30591-98005	2020	04/12/2020	111628	37142.72		756954
ACC257213580	30179-30055	2019	02/10/2019	129294	11017.34		247654
ACC257213612	32501-138163	2019	05/11/2019	216304	7187.51		108152
ACC257231270	22666-223526	2019	12/12/2019	440264	60650.09		928928
ACC257256137	30539-95059	2019	3/20/2019	250316	30589.24		65296
ACC257274841	30564-96701	2019	6/28/2019	707564	20599.8		1283326
ACC257290062	30587-98383	2019	8/13/2019	97262	9011.13		249656
ACC257295639	30139-26027	2020	4/26/2020	236698	6689.9		691196
ACC257298848	30477-81170	2020	04/01/2020	473726	27611.56		501204
ACC257333819	30022-11535	2019	10/30/2019	240988	28417.92		784872
ACC257334543	32400-137539	2019	01/03/2019	236698	6689.9		691196
ACC257393370	19111-196984	2019	06/06/2019	494560	26394.99		852104
ACC257410418	31131-105829	2019	1/25/2019	110308	24004.6		657030
ACC257434717	1824-138169	2019	05/10/2019	100166	6391.41		80168
ACC25746162	30029-11543	2020	4/28/2020	618882	31200.85		868164
ACC257484347	31676-117284	2019	3/15/2019	89848	26703.36		2517482
ACC257500361	24053-224424	2019	03/05/2019	173184	7166.8		379830
ACC25753073	18721-191887	2019	06/03/2019	135345	31527.27		1525524
ACC257531343	30100-13422	2019	03/07/2019	135345	24003.84		184140
ACC257537179	16213-160126	2019	9/19/2019	502282	19210.14		837606
ACC257578426	30444-81172	2019	03/01/2019	194810	17198.61		486442
ACC257582713	49045-266827	2019	3/16/2019	27302	5303.09		33154
ACC257591305	30096-14432	2019	7/24/2019	434500	31606.88		975524
ACC257706655	30230-38780	2019	11/08/2019	221826	12051.51		461428
ACC257715357	30408-80342	2019	4/16/2019	144408	10865.34		222376
ACC257735088	23460-230450	2019	2/28/2019	398970	30412.73		920986
ACC2577497	32462-138174	2020	04/04/2020	214632	8167.91		279510
ACC257768124	30087-14971	2019	06/12/2019	300146	5267.75		360294
ACC257776453	6186-149487	2020	03/11/2020	524986	31969.4		1208922
ACC257804960	30002-9693	2020	3/18/2020	780626	43115.18		2657886
ACC257847566	13167-155004	2019	06/02/2019	163702	14652.61		346324
ACC257849919	30066-12737	2019	01/07/2019	780164	19337.44		962456
ACC257855939	31643-115274	2019	6/30/2019	114092	4717.7		195712
ACC257867199	30912-103477	2020	02/11/2020	121396	3736.73		145706
ACC257912444	49833-271405	2019	9/24/2019	135345	15799.26		795608
ACC257916509	20618-197787	2019	1/14/2019	439516	26570.55		1004058
ACC257917085	32660-135585	2019	07/04/2019	135345	6111.73		465322
ACC258050862	30431-81983	2019	09/05/2019	312950	94308.4		1155858
ACC258064659	30024-11538	2019	10/23/2019	394350	1693.09		560560
ACC258065793	30460-81171	2020	3/19/2020	218196	10980.67		146850
ACC25807201	30108-18601	2019	6/18/2019	380446	12220.8		427064
ACC258078454	32287-136747	2020	4/27/2020	160182	9683.16		166892
ACC258080586	3677-139064	2020	3/22/2020	518452	14775.54		846076
ACC258119773	4180-147784	2020	02/05/2020	295790	45406.77		1429978
ACC258156835	32011-127587	2019	3/21/2019	327800	9186.31		183392
ACC258160281	30407-72851	2019	01/11/2019	215578	14149.68		173822
ACC258206431	30112-13529	2019	09/06/2019	135345	37083.63		319572
ACC25823959	25524-241267	2019	8/15/2019	556666	25931.58		1035936
ACC258267989	30389-80324	2020	4/23/2020	44594	5450.15		116006
ACC258332311	30101-18602	2019	8/23/2019	216392	5969.61		250756
ACC25834378	30005-9834	2020	3/24/2020	655138	12669.96		395164
ACC258346481	30402-72844	2019	11/25/2019	186824	14449.12		119878
ACC258360455	30070-12772	2019	9/24/2019	38346	2179.49		1289552
ACC258378081	30392-74801	2019	10/29/2019	428428	15556.44		444862
ACC258385935	30204-44102	2019	12/31/2018	762278	35356.72		500170
ACC258440768	23063-227405	2019	3/15/2019	556666	24678.34		329384
ACC258448758	30153-20162	2019	01/07/2019	135345	10713.91		651266
ACC258485459	30063-12106	2020	04/05/2020	236126	25181.08		437976
ACC258534367	30050-11638	2019	12/02/2019	324236	15252.25		1435522
ACC258556580	1841-139924	2019	04/06/2019	529584	19399.19		242308
ACC258574636	30345-71381	2019	10/18/2019	135345	5669.22		323884
ACC258575727	30117-21601	2019	4/18/2019	223542	27028.26		225412
ACC25860087	25436-229285	2019	7/31/2019	537196	48379.7		7700880
ACC258658134	30017-9923	2019	3/15/2019	603240	5623.81		323180
ACC258665098	30209-34681	2019	6/26/2019	44726	8449.68		248138
ACC258690437	30091-14290	2019	3/23/2019	89034	1865.61		64482
ACC258736696	31700-115275	2019	12/11/2019	369380	20781.06		0
ACC258754635	30046-11599	2019	4/30/2019	220000	12967.5		565422
ACC258813313	30095-12774	2019	08/08/2019	526372	18159.06		386980
ACC25881611	30282-50081	2019	11/19/2019	258148	11617.55		105314
ACC258831962	9102-92936	2019	10/25/2019	22176	12677.18		0
ACC258841492	30001-9512	2019	11/12/2019	179014	8506.11		295570
ACC258884309	30052-11639	2020	4/22/2020	97966	19818.9		339658
ACC258938114	30003-9832	2020	04/06/2020	135345	22289.85		1349722
ACC258951810	49281-267927	2019	4/18/2019	538604	1201.75		0
ACC259009128	30583-98076	2020	4/13/2020	582648	21475.32		1377134
ACC259022579	30537-94655	2019	7/14/2019	522764	23922.52		339878
ACC259049330	18662-190104	2019	05/01/2019	667656	42750.95		906136
ACC259099967	16307-165465	2019	7/16/2019	528968	27492.62		763070
ACC259105971	18028-180144	2019	04/04/2019	246026	8588.95		353540
ACC259129202	28178-250444	2020	1/16/2020	246488	10485.34		328394
ACC259132519	30433-79320	2019	2/14/2019	328856	29378.56		390016
ACC25913534	6194-152450	2019	10/20/2019	172546	9965.69		239382
ACC259169808	21202-209867	2019	6/29/2019	136620	3585.87		276430
ACC259191860	31649-115276	2020	03/06/2020	147554	7473.08		100254
ACC259202991	25645-228549	2020	01/06/2020	196900	19158.08		199188
ACC259215228	32121-133170	2019	10/17/2019	779174	61235.1		934604
ACC259222317	32122-133169	2019	9/18/2019	173074	731.69		62788
ACC259241343	28998-252026	2020	03/06/2020	68684	4518.01		175714
ACC259255094	28486-247907	2019	04/10/2019	269148	59186.52		1101232
ACC25932055	30126-13534	2019	1/16/2019	173338	13136.6		174284
ACC259322197	30821-102810	2019	8/14/2019	110374	3052.54		379368
ACC259335635	30288-48079	2019	12/09/2019	352264	21803.07		548306
ACC259341500	30947-103717	2019	5/20/2019	378620	32437.18		73612
ACC259350777	30120-13533	2019	1/14/2019	131076	5962.01		122848
ACC2593531	30190-29057	2020	3/30/2020	720720	30105.12		968682
ACC259400500	32661-138165	2019	08/01/2019	669768	34224.13		2659140
ACC259450918	30503-86122	2019	2/27/2019	617056	29706.69		595276
ACC259454226	28884-251781	2019	8/29/2019	177254	21469.43		236962
ACC259482661	22398-220728	2019	01/08/2019	135345	4597.24		822712
ACC259488538	49050-266832	2019	08/05/2019	66308	1567.88		219076
ACC259589406	30115-21602	2019	8/19/2019	336534	18285.98		509322
ACC259620447	30165-15474	2019	08/07/2019	216062	15044.2		301444
ACC259662579	22404-212190	2019	9/14/2019	292930	16621.96		486662
ACC259667050	9054-149488	2020	4/26/2020	174790	59956.02		1238336
ACC259678640	30341-71203	2019	7/25/2019	85888	12673		818576
ACC259717471	26864-245927	2020	05/03/2020	645832	25474.44		798490
ACC259719552	30182-28877	2020	2/18/2020	132792	29435.56		128392
ACC259737887	31308-107112	2019	10/01/2019	387992	18392.76		907720
ACC25978397	25550-241531	2019	6/13/2019	117744	8308.51		457358
ACC259787601	12727-155291	2019	7/16/2019	99990	2880.4		574024
ACC25981652	17236-169544	2019	12/08/2019	448426	3144.88		463188
ACC259825156	30172-31119	2019	2/22/2019	352242	15044.2		358666
ACC259825892	30198-37159	2019	10/07/2019	439648	18678.33		572220
ACC259852879	12958-150268	2019	09/10/2019	359326	25278.36		1123122
ACC259912240	30432-81167	2019	8/29/2019	266398	37356.85		615538
ACC259945564	30983-104802	2019	2/27/2019	432036	6137.76		25982
ACC259952083	19744-200804	2019	11/12/2019	100298	11702.67		50160
ACC259952696	30119-13531	2019	2/23/2019	310618	40619.91		426690
ACC259960237	30720-100921	2019	05/02/2019	397628	26693.29		825682
ACC259983754	32770-139194	2019	4/15/2019	112134	4754.37		524612
ACC25998643	25852-242713	2019	04/09/2019	217712	944.87		722084
ACC259997856	30831-102809	2019	11/22/2019	88000	15268.21		202422
ACC260052579	30004-9833	2019	09/09/2019	173976	11707.04		733106
ACC260061254	30347-70982	2019	10/08/2019	263384	32177.07		570372
ACC26007171	30162-29035	2019	8/28/2019	135345	12707.96		386848
ACC260076689	30033-11547	2020	4/15/2020	524304	32328.69		624976
ACC260100463	30328-41180	2019	6/14/2019	354948	40787.49		2572262
ACC26012021	30045-11584	2020	02/11/2020	111496	2619.72		229482
ACC260130484	32147-133167	2020	4/22/2020	266926	18853.32		454498
ACC260148777	49742-271046	2020	1/25/2020	198330	11057.81		279312
ACC260153409	30192-29058	2019	10/16/2019	153252	13604.95		247588
ACC26016287	30080-12779	2019	02/07/2019	224752	9896.34		1753070
ACC260167439	30271-41184	2019	06/05/2019	587774	22208.15		1745612
ACC260191761	30575-98057	2020	04/03/2020	439956	39927.74		446996
ACC260429760	30380-37179	2020	05/09/2020	260414	28487.27		633864
ACC26043014	30036-11559	2019	3/22/2019	78254	1468.13		136576
ACC260459606	30015-9921	2019	6/25/2019	303402	12907.08		483098
ACC260463700	30281-45362	2019	8/27/2019	55198	12236.57		876920
ACC260476097	30343-74802	2019	06/05/2019	184184	2816.94		495484
ACC260566711	30071-12771	2019	07/10/2019	395912	14403.52		1363252
ACC26060648	30114-149644	2020	03/03/2020	342276	4759.5		310486
ACC260623851	32408-137346	2020	4/23/2020	438988	15007.15		584804
ACC260678188	5151-148550	2020	5/13/2020	195294	21363.22		631400
ACC260693683	31725-117708	2019	7/24/2019	536030	8054.48		393404
ACC26069729	30469-77187	2019	8/20/2019	404602	5183.01		233596
ACC260720480	30127-25987	2019	5/29/2019	60544	13993.88		424314
ACC26073119	30441-81101	2019	5/31/2019	111276	21319.71		371800
ACC260734133	30501-84223	2019	3/15/2019	262548	46050.87		2274294
ACC260802126	30805-102684	2019	4/26/2019	333806	7062.87		773674
ACC260846236	30099-18581	2019	08/02/2019	495902	33816.39		815518
ACC260848819	30604-143764	2020	2/13/2020	135345	12221.37		384472
ACC260852240	30058-11718	2020	3/13/2020	282986	6671.28		219076
ACC260927888	30075-12775	2019	08/12/2019	180664	9838.39		139766
ACC260957324	30628-100745	2020	12/29/2019	266508	22441.28		275176
ACC260961392	32014-127585	2019	9/15/2019	258566	17641.31		335148
ACC260977329	30468-81169	2019	09/05/2019	322344	8685.66		617870
ACC261024671	31236-106790	2019	11/25/2019	98186	4447.14		117898
ACC261039357	22628-223066	2019	2/27/2019	605858	26850.04		1384548
ACC261066982	21847-215665	2020	05/08/2020	109076	57068.02		1363692
ACC261089589	32659-138168	2019	12/13/2019	135345	24472.19		230802
ACC261106407	30028-11542	2019	3/20/2019	475288	21456.7		244244
ACC26111028	30074-12773	2019	8/25/2019	155166	17743.72		355894
ACC261113830	32468-138170	2019	10/24/2019	177804	4107.42		430738
ACC261120048	30006-9852	2019	5/14/2019	26488	5158.5		59620
ACC261150368	30041-11580	2020	05/07/2020	173580	8275.83		177826
ACC261190565	30042-11581	2019	8/15/2019	179608	9093.02		284680
ACC261209256	30136-22302	2019	02/06/2019	449636	51057.94		927938
ACC261231678	30175-33819	2019	10/20/2019	151712	9599.94		1697410
ACC261236436	30084-144064	2019	1/20/2019	135345	9274.66		564982
ACC261329458	26792-243445	2019	7/14/2019	135345	3933		408650
ACC261332696	31219-190106	2019	4/23/2019	172524	6950.58		265056
ACC261392730	30337-69863	2020	4/29/2020	560890	31534.68		354618
ACC261401521	48562-263836	2020	03/06/2020	327096	12881.62		194194
ACC261405816	31387-107969	2019	8/13/2019	135345	15569.55		374946
ACC261421403	30060-12104	2019	8/20/2019	101882	1721.97		141680
ACC261507810	21578-193044	2019	10/22/2019	315392	25661.78		581240
ACC261510996	30324-69862	2019	9/27/2019	347908	9014.17		556886
ACC261533472	30039-11578	2020	2/18/2020	169356	3532.1		159588
ACC261541183	30215-45359	2019	1/24/2019	394020	14485.79		250778
ACC261593783	30553-95663	2020	3/19/2020	594308	36030.27		321112
ACC261641424	30420-75784	2019	6/17/2019	54934	11956.89		90068
ACC261648591	32469-138173	2020	03/06/2020	711678	28141.66		771628
ACC261660313	19708-194964	2019	10/30/2019	754996	29453.23		1389036
ACC261674157	32790-139324	2020	2/19/2020	135345	16697.58		1471426
ACC261683686	31545-111249	2019	04/02/2019	108020	17914.53		137258
ACC261687955	31603-111639	2019	5/21/2019	129052	5480.36		75526
ACC261691361	30588-96623	2019	09/12/2019	455356	29260		957902
ACC261698213	30606-131171	2020	3/24/2020	569140	20857.82		316580
ACC261699970	23273-222646	2020	1/31/2020	495902	22387.51		340340
ACC261723490	20861-208524	2020	03/01/2020	449966	10948.75		320122
ACC261763604	19110-198225	2019	07/08/2019	154858	987.62		187352
ACC261788681	19644-194965	2019	9/27/2019	443344	12938.43		219692
ACC261791224	21302-210705	2019	5/16/2019	306042	838.28		333850
ACC2618001	24460-238096	2019	02/06/2019	223828	22423.42		575432
ACC261807680	18386-181204	2020	02/03/2020	238876	22646.48		766656
ACC26180858	27438-247589	2020	05/03/2020	87670	9106.7		659340
ACC261840366	31651-117277	2019	1/28/2019	312488	8199.45		224400
ACC261855105	30019-11532	2020	04/06/2020	173910	26885.95		883410
ACC26187283	30026-11540	2019	1/20/2019	135345	18796.89		700062
ACC261878143	30857-102962	2019	01/03/2019	447348	27372.54		389070
ACC261893032	26568-244574	2019	8/15/2019	663234	25854.63		3115574
ACC261912770	15215-150544	2019	11/28/2019	445742	45249.83		2083466
ACC261917762	30620-100746	2019	7/27/2019	214962	14424.99		148302
ACC261925970	30498-86764	2019	01/09/2019	321816	28040.2		165308
ACC261927040	30105-13423	2019	07/12/2019	64878	9282.45		36674
ACC261949279	30011-9917	2019	3/21/2019	393272	8728.41		345224
ACC261949550	30008-9914	2019	5/29/2019	429748	25500.85		907610
ACC261970922	15501-162425	2020	3/25/2020	222002	12078.87		318956
ACC261982295	30533-94918	2020	02/01/2020	656304	22412.02		428956
ACC262025626	30137-15493	2020	3/27/2020	323928	20883.09		315172
ACC262026159	15807-164745	2019	9/27/2019	215094	5345.84		230714
ACC262056850	29372-253424	2019	10/24/2019	383108	13234.83		361394
ACC262067935	30113-20139	2020	04/04/2020	111518	3385.23		0
ACC26208888	26972-246305	2020	03/03/2020	44528	10728.16		189244
ACC262101213	32242-135149	2019	2/23/2019	89694	7875.88		371338
ACC262116862	30476-86766	2019	04/02/2019	763774	54925.77		969518
ACC262127108	17070-167326	2019	1/30/2019	707058	14376.54		264528
ACC262129087	30016-9922	2019	8/24/2019	495726	14658.69		1410948
ACC262136993	32774-136926	2019	9/21/2019	171996	10675.91		238722
ACC262176308	28996-252024	2019	10/11/2019	372702	39504.8		416504
ACC262189221	30430-78924	2019	06/05/2019	606760	20979.99		843700
ACC262198174	30605-14431	2019	1/16/2019	417758	32992.17		375826
ACC262210820	30197-33226	2019	7/26/2019	435336	18585.04		703252
ACC262215414	32729-138162	2019	5/17/2019	758230	35086.16		651926
ACC262218133	30086-14230	2019	1/13/2019	389642	20837.3		487696
ACC262242432	30222-36080	2020	05/06/2020	175076	20342.35		864050
ACC262250157	15589-157247	2019	06/06/2019	223454	44193.05		572440
ACC262256814	32101-132229	2020	3/30/2020	777238	38740.81		865062
ACC262271787	24270-236938	2019	10/09/2019	89012	21548.66		153450
ACC262281473	1820-144366	2020	3/30/2020	108680	7248.69		519750
ACC262308869	30124-15793	2019	6/19/2019	266992	17036.73		347006
ACC262363846	24160-236184	2019	8/15/2019	447260	28646.68		620444
ACC262376017	30088-15593	2019	08/08/2019	238854	8269.75		280390
ACC262444342	30118-13424	2020	3/16/2020	135345	21678.62		443542
ACC262458771	15408-150965	2019	3/28/2019	110308	40274.49		216216
ACC26248511	30518-93820	2019	6/22/2019	132000	13759.23		301620
ACC262557736	30037-11560	2020	03/11/2020	107074	14340.25		446710
ACC26259706	24607-238418	2020	05/05/2020	353408	46068.54		1534610
ACC262607405	30043-11582	2019	7/26/2019	217998	15124.38		357456
ACC26261927	21917-216184	2019	10/05/2019	522808	9156.29		240438
ACC262648131	19106-192665	2019	5/15/2019	135345	14592.19		384516
ACC262673254	15139-153184	2019	11/03/2019	333278	17940.94		355476
ACC26267612	30205-38540	2020	04/02/2020	225324	11130.96		1611588
ACC262781975	32470-138172	2020	01/08/2020	135345	34006.58		682396
ACC262830600	31947-240830	2019	02/01/2019	210100	27028.64		2502214
ACC262839294	16940-174304	2019	04/09/2019	135256	19272.65		791604
ACC262883846	30535-95309	2020	2/14/2020	224532	9714.89		213466
ACC262946771	3683-143386	2019	12/08/2019	342386	10667.55		205942
ACC262957517	19709-201524	2020	03/02/2020	253682	946.96		157190
ACC262964711	31650-111640	2020	3/25/2020	282898	26569.6		216656
ACC263006984	32015-126365	2019	8/28/2019	211024	17194.24		361306
ACC263064760	16189-167325	2019	5/13/2019	325688	20651.1		629222
ACC26307035	30338-68641	2020	3/23/2020	40216	23242.51		610104
ACC263078153	30054-11658	2019	12/03/2019	135345	1480.1		90134
ACC263101733	30055-11659	2019	2/13/2019	603724	22211.19		276144
ACC263124253	30427-81175	2019	08/02/2019	520652	36160.23		3679346
ACC263149223	30012-9918	2020	01/03/2020	315722	32689.5		664202
ACC263167911	30171-31120	2019	9/27/2019	611402	25612.19		685146
